"baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl_id","ensembl_id_clean","hgnc_symbol","label","regulation"
407.617319059416,1.28477762232886,0.136559576938228,1.74161633641659e-21,6.83504915094887e-21,"ENSG00000186567.13","ENSG00000186567","CEACAM19","CEACAM19","Up"
3053.94715576819,0.540867089600173,0.064026745442788,3.01250027730691e-17,9.75868488070252e-17,"ENSG00000186575.19","ENSG00000186575","NF2","NF2","NS"
1012.2246610258,0.757442238814302,0.0828979065612953,3.90057541218141e-20,1.44268427267358e-19,"ENSG00000186577.14","ENSG00000186577","SMIM29","SMIM29","NS"
15.7894167984518,1.98397583658351,0.164881077338409,2.889037775551e-34,1.91256033061756e-33,"ENSG00000186583.12","ENSG00000186583","SPATC1","SPATC1","Up"
11083.3910427848,0.0909866553638484,0.0600510993504642,0.158261603287034,0.18417095066303,"ENSG00000186591.13","ENSG00000186591","UBE2H","UBE2H","NS"
1243.15670366438,-1.72265640521709,0.112269707470815,7.13908809781656e-54,9.96559257516474e-53,"ENSG00000186594.14","ENSG00000186594","MIR22HG","MIR22HG","Down"
267.169189470957,3.59890208658126,0.176463437659916,1.48190261814351e-93,6.90862431709939e-92,"ENSG00000186603.6","ENSG00000186603","HPDL","HPDL","Up"
207.023462832969,-0.676950098067575,0.0791795812731595,8.61884008080166e-18,2.86339771197636e-17,"ENSG00000186615.11","ENSG00000186615","KTN1-AS1","KTN1-AS1","NS"
1133.28000577578,0.455863346228708,0.0602719026545094,3.47958093445886e-14,9.63469463258905e-14,"ENSG00000186625.14","ENSG00000186625","KATNA1","KATNA1","NS"
8.00702587440353,-2.04577961171593,0.155219089374769,0.0884140773271629,0.106232477081348,"ENSG00000186628.12","ENSG00000186628","FSD2","FSD2","NS"
4179.5352109291,-0.149233049646229,0.0717141259615904,0.0319286457602757,0.0404271947490662,"ENSG00000186635.14","ENSG00000186635","ARAP1","ARAP1","NS"
421.820453482315,1.65616338977185,0.0923998307330039,1.59271756398889e-72,4.16869794307394e-71,"ENSG00000186638.16","ENSG00000186638","KIF24","KIF24","Up"
2089.95688768731,-3.7228158719573,0.135209205376921,5.95016070323067e-168,1.11171887169823e-165,"ENSG00000186642.16","ENSG00000186642","PDE2A","PDE2A","Down"
101.514070861645,1.14001128657531,0.143744787646675,9.68051838377927e-16,2.89497797369631e-15,"ENSG00000186648.15","ENSG00000186648","CARMIL3","CARMIL3","Up"
863.421872636365,0.0370670228321882,0.120792062492676,0.754879296417578,0.779693112378234,"ENSG00000186654.21","ENSG00000186654","PRR5","PRR5","NS"
5200.94947630947,0.0126549041429072,0.0570207862485243,0.845941698909216,0.863032506922293,"ENSG00000186660.15","ENSG00000186660","ZFP91","ZFP91","NS"
1300.77683566281,-0.880022403173767,0.0873810739589917,4.10827814809895e-24,1.80314362015134e-23,"ENSG00000186665.10","ENSG00000186665","C17orf58","C17orf58","NS"
253.468737632949,-0.0811395494313201,0.060048564355565,0.175336951876949,0.202923677711879,"ENSG00000186666.6","ENSG00000186666","BCDIN3D","BCDIN3D","NS"
13.0168712072989,0.106278072367679,0.221133079046204,0.619111078915751,0.651965705431809,"ENSG00000186675.7","ENSG00000186675","MAGEE2","MAGEE2","NS"
72.3953252449493,-0.265572012223331,0.27418245585885,0.308514341418299,0.343628414670017,"ENSG00000186676.3","ENSG00000186676","EEF1GP1","EEF1GP1","NS"
204.732175579696,2.65251569872831,0.20702530372355,1.60243170636927e-38,1.26204486757468e-37,"ENSG00000186684.14","ENSG00000186684","CYP27C1","CYP27C1","Up"
1230.07863630462,-0.978492904399402,0.0739342640699091,4.94100689478324e-40,4.14406479514469e-39,"ENSG00000186687.16","ENSG00000186687","LYRM7","LYRM7","NS"
10.1563508300135,0.800983057721231,0.167579471144939,1.16612370602071e-06,2.1091651422695e-06,"ENSG00000186710.11","ENSG00000186710","CFAP73","CFAP73","NS"
41.0662386505306,-0.977937246121587,0.163932062292393,1.27891033255944e-09,2.76562082153992e-09,"ENSG00000186715.11","ENSG00000186715","MST1L","MST1L","NS"
5299.1258658826,0.233698823255371,0.0613226586057066,9.92674936342824e-05,0.000156932319245189,"ENSG00000186716.21","ENSG00000186716","BCR","BCR","NS"
27.7501767124371,-1.12263591687693,0.334426941805359,0.000308581722211917,0.000469649818334812,"ENSG00000186732.14","ENSG00000186732","MPPED1","MPPED1","Down"
43.6474994791325,0.03877282445123,0.141100937201357,0.787643674387383,0.809541181753349,"ENSG00000186765.12","ENSG00000186765","FSCN2","FSCN2","NS"
32.4530572922216,-1.47870532167665,0.190873809493059,7.9797248476177e-22,3.18206430510239e-21,"ENSG00000186766.8","ENSG00000186766","FOXI2","FOXI2","Down"
639.512159187304,0.897035386990555,0.108110607872835,6.85840543174845e-17,2.17927537325665e-16,"ENSG00000186767.7","ENSG00000186767","SPIN4","SPIN4","NS"
55.9925625590291,1.20296620341504,0.17360517463168,1.6402081714013e-12,4.1716247408551e-12,"ENSG00000186777.12","ENSG00000186777","ZNF732","ZNF732","Up"
101.228280191199,0.0705714888010317,0.0681107504739491,0.298658456253767,0.33336926672554,"ENSG00000186787.9","ENSG00000186787","SPIN2B","SPIN2B","NS"
226.341407968227,1.71891184524178,0.101523520559841,7.11647284191833e-65,1.46113278831238e-63,"ENSG00000186792.17","ENSG00000186792","HYAL3","HYAL3","Up"
244.044584328032,0.449361081631631,0.131158013000902,0.000539238201694962,0.000805359200699067,"ENSG00000186806.5","ENSG00000186806","VSIG10L","VSIG10L","NS"
245.233071513776,2.10544582008135,0.174344036958313,2.30582971386593e-34,1.53064492812489e-33,"ENSG00000186810.8","ENSG00000186810","CXCR3","CXCR3","Up"
