baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,regulation,log2FC_plot,negLog10Padj,gene_biotype
2973.56946,1.406265871,0.069939456,1.74E-89,6.43E-88,PGAM5,Up,1.406265871,87.19165639,protein_coding
1211.836666,-0.680115997,0.115430296,2.11E-09,4.38E-09,PGAP1,NS,-0.680115997,8.358662452,protein_coding
1796.854921,0.493630104,0.073169185,1.23E-11,2.87E-11,PGAP2,NS,0.493630104,10.5415914,protein_coding
1877.794986,-0.18031924,0.087599928,0.036479638,0.045420044,PGAP3,NS,-0.18031924,1.342752454,protein_coding
396.2423531,-2.070259621,0.148586288,6.73E-45,6.24E-44,PGAP4,Down,-2.070259621,43.20459968,protein_coding
2918.384522,1.37748102,0.091046471,6.81E-52,8.06E-51,PGAP6,Up,1.37748102,50.09389172,protein_coding
477.8036674,0.283429695,0.0966281,0.003656948,0.005012724,PGBD1,NS,0.283429695,2.29992617,protein_coding
581.5860911,0.274020606,0.075297518,0.000270401,0.000405679,PGBD2,NS,0.274020606,3.391817461,protein_coding
202.7061428,-0.482494873,0.068332901,1.42E-12,3.48E-12,PGBD4,NS,-0.482494873,11.45794518,protein_coding
956.204802,3.30691537,0.182144959,1.17E-74,2.95E-73,PGBD5,Up,3.30691537,72.5302835,protein_coding
19.79767099,2.571234345,0.345788136,0.091018372,0.108213265,PGC,NS,2.571234345,0.965719499,protein_coding
482.5830644,0.115889373,0.170057718,0.489679571,0.523456629,PGCKA1,NS,0.115889373,0.281119296,protein_coding
10009.75008,0.312014035,0.093344848,0.001034326,0.001483854,PGD,NS,0.312014035,2.828608835,protein_coding
760.876813,0.626316957,0.146717161,1.69E-05,2.77E-05,PGF,NS,0.626316957,4.556922363,protein_coding
2180.228889,-0.154028806,0.14650855,0.278472074,0.31062865,PGGHG,NS,-0.154028806,0.507758491,protein_coding
1672.28213,-0.651490866,0.054027507,1.36E-33,8.21E-33,PGGT1B,NS,-0.651490866,32.08539859,protein_coding
24614.53343,1.17863801,0.076334486,1.46E-53,1.84E-52,PGK1,Up,1.17863801,51.73505652,protein_coding
2604.920007,0.769292082,0.092441916,8.26E-17,2.50E-16,PGLS,NS,0.769292082,15.60220953,protein_coding
62.67900335,-1.468426096,0.284020585,4.05E-14,1.07E-13,PGLYRP2,Down,-1.468426096,12.96960983,protein_coding
49.99383918,5.435168118,0.30326235,9.67E-73,2.27E-71,PGLYRP4,Up,5.435168118,70.64383974,protein_coding
7246.370383,-0.548409315,0.125830365,1.04E-05,1.72E-05,PGM1,NS,-0.548409315,4.763786225,protein_coding
2197.199656,0.672707994,0.071150572,5.59E-21,2.04E-20,PGM2,NS,0.672707994,19.68957425,protein_coding
1323.811284,0.722845089,0.102127747,1.42E-12,3.49E-12,PGM2L1,NS,0.722845089,11.45765548,protein_coding
2478.213643,0.634162329,0.065455747,4.55E-22,1.74E-21,PGM3,NS,0.634162329,20.75950775,protein_coding
1397.432497,-2.986627762,0.181129407,5.12E-62,8.67E-61,PGM5,Down,-2.986627762,60.06184049,protein_coding
784.180334,1.351035969,0.099382563,2.13E-42,1.80E-41,PGP,Up,1.351035969,40.74375146,protein_coding
1756.473139,-0.89184339,0.084180411,6.41E-27,2.97E-26,PGPEP1,NS,-0.89184339,25.52717523,protein_coding
19.88810338,1.199236458,0.264386716,1.18E-35,7.65E-35,PGPEP1L,Up,1.199236458,34.11623074,protein_coding
2808.773964,-3.194335368,0.266799255,4.90E-34,2.99E-33,PGR,Down,-3.194335368,32.52363299,protein_coding
10864.11055,0.445407597,0.071308911,9.27E-10,1.96E-09,PGRMC1,NS,0.445407597,8.70882248,protein_coding
6560.049249,-0.662454053,0.07495132,1.22E-19,4.19E-19,PGRMC2,NS,-0.662454053,18.37751458,protein_coding
1461.812849,0.406630588,0.05557987,1.14E-13,2.95E-13,PGS1,NS,0.406630588,12.53027697,protein_coding
245.7662266,0.834448778,0.143362889,3.78E-09,7.71E-09,PHACTR1,NS,0.834448778,8.113057469,protein_coding
2568.732932,-0.561213701,0.090298132,2.04E-10,4.46E-10,PHACTR2,NS,-0.561213701,9.350208663,protein_coding
53.99844814,0.196430195,0.19712791,0.010655846,0.013990317,PHACTR3,NS,0.196430195,1.854172452,protein_coding
3718.49092,0.315225293,0.062202697,4.14E-07,7.50E-07,PHACTR4,NS,0.315225293,6.125002355,protein_coding
1205.240445,0.099511388,0.045805672,0.029714523,0.037308473,PHAF1,NS,0.099511388,1.428192527,protein_coding
2356.531181,-0.327377533,0.044232721,1.26E-13,3.24E-13,PHAX,NS,-0.327377533,12.48880854,protein_coding
4062.780679,0.700142299,0.06636859,4.53E-26,2.03E-25,PHB1,NS,0.700142299,24.69182041,protein_coding
12202.95178,0.682089142,0.087579086,1.98E-14,5.33E-14,PHB2,NS,0.682089142,13.27329583,protein_coding
699.269418,-0.079465646,0.089589083,0.352774336,0.386915581,PHC1,NS,-0.079465646,0.41238378,protein_coding
7322.442942,0.503272559,0.062600546,1.05E-15,2.99E-15,PHC2,NS,0.503272559,14.52395687,protein_coding
4338.346544,-0.324563921,0.078183587,1.53E-05,2.52E-05,PHC3,NS,-0.324563921,4.598512404,protein_coding
947.5650686,0.722563205,0.099263704,3.17E-13,8.01E-13,PHETA1,NS,0.722563205,12.09614965,protein_coding
1173.171598,0.931435312,0.098993281,3.05E-21,1.13E-20,PHETA2,NS,0.931435312,19.94815807,protein_coding
287.1227438,1.246282248,0.168878077,5.83E-14,1.53E-13,PHEX,Up,1.246282248,12.81480334,protein_coding
3108.254704,-0.423289344,0.063672754,1.48E-11,3.44E-11,PHF1,NS,-0.423289344,10.46331804,protein_coding
5299.715163,-0.38638331,0.068415119,7.36E-09,1.47E-08,PHF10,NS,-0.38638331,7.831348508,protein_coding
1900.571692,-0.12120522,0.069466104,0.077089136,0.092421072,PHF11,NS,-0.12120522,1.034228997,protein_coding
3202.511516,-0.084177832,0.060784257,0.17170857,0.19753204,PHF12,NS,-0.084177832,0.70436245,protein_coding
2372.343678,0.015607424,0.052388204,0.765433839,0.787076075,PHF13,NS,0.015607424,0.103983289,protein_coding
3581.522636,0.516974743,0.062355456,1.19E-16,3.57E-16,PHF14,NS,0.516974743,15.44677296,protein_coding
1948.922051,0.964124684,0.084629066,2.93E-30,1.55E-29,PHF19,NS,0.964124684,28.81003836,protein_coding
3948.862118,-0.317678486,0.054157071,4.68E-09,9.50E-09,PHF2,NS,-0.317678486,8.022372796,protein_coding
3897.564223,0.0039076,0.054467328,0.935245347,0.942651085,PHF20,NS,0.0039076,0.025649028,protein_coding
3558.936526,0.728790444,0.073453842,3.02E-23,1.22E-22,PHF20L1,NS,0.728790444,21.9149756,protein_coding
2814.963885,-0.037862457,0.045536971,0.404627536,0.439035283,PHF21A,NS,-0.037862457,0.357500576,protein_coding
31.82631861,0.607316248,0.276187806,0.50900499,0.542448395,PHF21B,NS,0.607316248,0.265641571,protein_coding
2052.579306,0.282544764,0.056548416,5.48E-07,9.86E-07,PHF23,NS,0.282544764,6.005926078,protein_coding
149.4148704,0.967207556,0.208693723,1.93E-06,3.35E-06,PHF24,NS,0.967207556,5.474748444,protein_coding
7052.524617,-0.397378628,0.06825783,3.72E-09,7.60E-09,PHF3,NS,-0.397378628,8.119144026,protein_coding
1682.390693,0.867586836,0.05590348,1.10E-54,1.44E-53,PHF5A,NS,0.867586836,52.84223023,protein_coding
2415.242597,0.88374139,0.074873893,3.61E-32,2.06E-31,PHF6,NS,0.88374139,30.68636894,protein_coding
312.3454881,-0.896828021,0.078905715,3.30E-30,1.74E-29,PHF7,NS,-0.896828021,28.75839195,protein_coding
2896.261724,0.07452689,0.065666999,0.263318578,0.294638472,PHF8,NS,0.07452689,0.530710547,protein_coding
10223.55277,1.488066263,0.135718139,2.67E-28,1.31E-27,PHGDH,Up,1.488066263,26.88404915,protein_coding
17.61957559,-3.200232792,0.325151541,7.67E-24,3.15E-23,PHGR1,Down,-3.200232792,22.50132309,protein_coding
5485.56499,-0.107672262,0.075991849,0.129606576,0.151214916,PHIP,NS,-0.107672262,0.820405367,protein_coding
1391.887408,0.282610261,0.084403488,3.08E-10,6.69E-10,PHKA1,NS,0.282610261,9.174382941,protein_coding
1676.655629,-0.644583132,0.077525276,5.78E-17,1.76E-16,PHKA2,NS,-0.644583132,15.75397774,protein_coding
5637.821167,-0.469853435,0.086415416,2.86E-08,5.55E-08,PHKB,NS,-0.469853435,7.256040455,protein_coding
202.6181066,1.422539211,0.162511544,0.010134849,0.013337009,PHKG1,Up,1.422539211,1.874941564,protein_coding
1269.46024,0.926847627,0.065248832,3.70E-46,3.60E-45,PHKG2,NS,0.926847627,44.44361073,protein_coding
6064.786622,0.337029709,0.160167322,0.034988606,0.043646895,PHLDA1,NS,0.337029709,1.360046641,protein_coding
521.3931579,2.084670562,0.170909105,5.04E-35,3.19E-34,PHLDA2,Up,2.084670562,33.49560501,protein_coding
3212.371382,-0.66802367,0.142616946,1.91E-06,3.32E-06,PHLDA3,NS,-0.66802367,5.479064506,protein_coding
6517.388835,-1.40314782,0.114310749,1.40E-35,9.11E-35,PHLDB1,Down,-1.40314782,34.04059713,protein_coding
3155.129994,-1.65170254,0.144122969,7.67E-31,4.16E-30,PHLDB2,Down,-1.65170254,29.38093907,protein_coding
517.2031817,0.436597976,0.118223356,0.000227187,0.000342916,PHLDB3,NS,0.436597976,3.464812769,protein_coding
2146.584657,-0.088659786,0.097092174,0.318805775,0.352120135,PHLPP1,NS,-0.088659786,0.45330914,protein_coding
1041.819846,-0.188180495,0.077115249,0.014069345,0.018226237,PHLPP2,NS,-0.188180495,1.739302982,protein_coding
38.60468178,-0.389317377,0.13908568,7.00E-10,1.49E-09,PHOSPHO1,NS,-0.389317377,8.827135027,protein_coding
163.2721989,-0.835040438,0.089248198,5.25E-21,1.92E-20,PHOSPHO2,NS,-0.835040438,19.7162577,protein_coding
1849.068945,0.364149809,0.103243574,0.000481335,0.000708844,PHPT1,NS,0.364149809,3.149449492,protein_coding
2902.73471,0.306239111,0.074189059,5.63E-05,8.90E-05,PHRF1,NS,0.306239111,4.05067348,protein_coding
905.0833091,1.186127347,0.069508982,6.50E-40,5.04E-39,PHTF1,Up,1.186127347,38.29731083,protein_coding
1775.001588,0.507485103,0.05813773,7.65E-36,5.02E-35,PHTF2,NS,0.507485103,34.29958214,protein_coding
2883.195385,-0.18961963,0.132662265,0.147955542,0.171463495,PHYH,NS,-0.18961963,0.765828328,protein_coding
871.4722415,-2.106349012,0.177319388,2.57E-33,1.53E-32,PHYHD1,Down,-2.106349012,31.81534736,protein_coding
246.7624682,-2.350744526,0.154650545,2.52E-74,6.31E-73,PHYHIP,Down,-2.350744526,72.20018682,protein_coding
61.15620479,-0.122679315,0.221544432,0.563714412,0.595975607,PHYHIPL,NS,-0.122679315,0.224771516,protein_coding
1731.899103,-0.799633057,0.081250764,4.82E-23,1.92E-22,PHYKPL,NS,-0.799633057,21.71638272,protein_coding
6698.796827,-0.762430738,0.268367186,0.002713065,0.00376014,PI15,NS,-0.762430738,2.424795985,protein_coding
3545.62419,-3.841626749,0.262079734,9.55E-50,1.06E-48,PI16,Down,-3.841626749,47.97455853,protein_coding
1142.929006,3.083573924,0.3076109,5.25E-15,1.45E-14,PI3,Up,3.083573924,13.8375672,protein_coding
1734.860255,0.119670184,0.054150184,0.026495275,0.033455654,PI4K2A,NS,0.119670184,1.475530474,protein_coding
1916.870777,0.712337595,0.073344521,6.11E-22,2.33E-21,PI4K2B,NS,0.712337595,20.63292147,protein_coding
4946.134556,-0.028604799,0.0603227,0.61984937,0.650530367,PI4KA,NS,-0.028604799,0.186732425,protein_coding
6617.825259,0.570753878,0.052838214,4.69E-28,2.28E-27,PI4KB,NS,0.570753878,26.64222025,protein_coding
81.42689425,0.865265388,0.234059957,0.706570903,0.732788755,PIANP,NS,0.865265388,0.135021204,protein_coding
2352.946547,-0.427053476,0.059302807,5.50E-13,1.38E-12,PIAS1,NS,-0.427053476,11.86130601,protein_coding
1785.489708,0.301738839,0.06976946,1.58E-05,2.59E-05,PIAS2,NS,0.301738839,4.586556839,protein_coding
2731.265076,0.282788528,0.074960302,0.000205678,0.000311532,PIAS3,NS,0.282788528,3.50649786,protein_coding
1391.72868,0.682828911,0.068182944,1.60E-23,6.49E-23,PIAS4,NS,0.682828911,22.18745803,protein_coding
1233.183508,-0.147638099,0.071771729,0.036725388,0.045709663,PIBF1,NS,-0.147638099,1.339991977,protein_coding
13924.35481,-0.291776764,0.06136486,1.98E-06,3.43E-06,PICALM,NS,-0.291776764,5.464145995,protein_coding
1288.146064,0.442699031,0.083338478,1.37E-07,2.55E-07,PICK1,NS,0.442699031,6.592776453,protein_coding
1112.002292,-1.89357185,0.160034167,5.15E-33,3.03E-32,PID1,Down,-1.89357185,31.51787732,protein_coding
745.9267726,0.622366199,0.096209911,9.36E-11,2.09E-10,PIDD1,NS,0.622366199,9.680292917,protein_coding
141.1939778,0.240204732,0.127981039,0.056472168,0.068876058,PIERCE1,NS,0.240204732,1.161931716,protein_coding
106.1579735,-0.044133596,0.095059476,0.639294425,0.668768284,PIERCE2,NS,-0.044133596,0.174724331,protein_coding
7617.194372,0.240497137,0.090365671,0.00873337,0.011564168,PIEZO1,NS,0.240497137,1.936885625,protein_coding
834.4795137,-0.542152789,0.181405789,0.002164227,0.003020542,PIEZO2,NS,-0.542152789,2.519915156,protein_coding
279.6869534,3.72097395,0.13187695,1.81E-176,3.54E-174,PIF1,Up,3.72097395,173.451488,protein_coding
819.5316361,0.387960322,0.076457848,5.23E-07,9.43E-07,PIGA,NS,0.387960322,6.02548341,protein_coding
498.3948453,-0.548045643,0.064048851,1.30E-17,4.10E-17,PIGB,NS,-0.548045643,16.38745843,protein_coding
276.2376202,-0.022477097,0.068579991,0.753203492,0.775760949,PIGBOS1,NS,-0.022477097,0.110272086,protein_coding
2476.489938,0.924380689,0.069732221,4.53E-40,3.53E-39,PIGC,NS,0.924380689,38.45183941,protein_coding
373.8642656,0.126810394,0.060244625,0.034967981,0.04362638,PIGF,NS,0.126810394,1.360250819,protein_coding
2321.773796,-0.291915838,0.055914626,2.58E-07,4.74E-07,PIGG,NS,-0.291915838,6.324498393,protein_coding
633.3050479,-0.415331072,0.061757108,2.47E-11,5.69E-11,PIGH,NS,-0.415331072,10.24506099,protein_coding
2624.327807,-0.334092337,0.055450616,2.66E-09,5.49E-09,PIGK,NS,-0.334092337,8.260801873,protein_coding
453.31247,-0.296075231,0.07553273,3.95E-12,9.45E-12,PIGL,NS,-0.296075231,11.02450338,protein_coding
2070.057875,0.430912249,0.062813388,5.02E-12,1.20E-11,PIGM,NS,0.430912249,10.92197109,protein_coding
2136.403718,-0.035380038,0.082072325,0.644315024,0.673446632,PIGN,NS,-0.035380038,0.171696815,protein_coding
2406.391701,0.425682746,0.069924361,1.36E-09,2.85E-09,PIGO,NS,0.425682746,8.544803964,protein_coding
1130.35965,-0.235689245,0.078922548,0.002642415,0.003665143,PIGP,NS,-0.235689245,2.435909047,protein_coding
1888.540216,0.553717344,0.089554663,5.38E-10,1.15E-09,PIGQ,NS,0.553717344,8.938600444,protein_coding
11539.66781,-1.7042044,0.345767156,1.78E-07,3.30E-07,PIGR,Down,-1.7042044,6.481656933,protein_coding
4003.114641,-0.164638898,0.082340604,0.035604632,0.044380872,PIGS,NS,-0.164638898,1.352804171,protein_coding
9363.356628,0.279273149,0.071539089,9.73E-05,0.000151063,PIGT,NS,0.279273149,3.820840822,protein_coding
1566.24473,0.997456613,0.066370047,9.33E-51,1.06E-49,PIGU,NS,0.997456613,48.97279034,protein_coding
1214.823172,-0.614494058,0.061591453,1.53E-23,6.21E-23,PIGV,NS,-0.614494058,22.20663932,protein_coding
629.9883824,0.834993102,0.066970782,8.08E-36,5.29E-35,PIGW,NS,0.834993102,34.27622568,protein_coding
1899.390254,0.590090212,0.07180314,1.63E-16,4.86E-16,PIGX,NS,0.590090212,15.31332335,protein_coding
539.0700276,-0.148136849,0.11028861,0.174164513,0.200180829,PIGZ,NS,-0.148136849,0.698577518,protein_coding
2581.153724,0.399064953,0.069243219,6.76E-09,1.36E-08,PIH1D1,NS,0.399064953,7.867036672,protein_coding
84.247856,-0.712438578,0.092111936,7.33E-15,2.01E-14,PIH1D2,NS,-0.712438578,13.69652731,protein_coding
1644.586992,0.968804271,0.122017697,1.39E-15,3.97E-15,PIK3AP1,NS,0.968804271,14.40168445,protein_coding
4733.246288,-0.539276394,0.085891496,2.38E-10,5.20E-10,PIK3C2A,NS,-0.539276394,9.283713128,protein_coding
2890.92191,-0.690314011,0.0762486,9.36E-20,3.24E-19,PIK3C2B,NS,-0.690314011,18.48942039,protein_coding
970.5464271,-1.874619902,0.242371605,1.92E-15,5.43E-15,PIK3C2G,Down,-1.874619902,14.26526487,protein_coding
2530.26311,-0.405576179,0.062185021,7.09E-11,1.59E-10,PIK3C3,NS,-0.405576179,9.797495271,protein_coding
3080.729517,-0.340668067,0.089191797,8.85E-05,0.000137803,PIK3CA,NS,-0.340668067,3.860742179,protein_coding
3425.327814,0.204255582,0.074037379,0.005710455,0.007691189,PIK3CB,NS,0.204255582,2.114006504,protein_coding
1478.904938,0.574272776,0.108329412,1.08E-07,2.02E-07,PIK3CD,NS,0.574272776,6.694213028,protein_coding
635.4698164,0.351554932,0.125664186,0.00465564,0.006319428,PIK3CG,NS,0.351554932,2.199322202,protein_coding
3094.017988,-1.129600309,0.090828895,7.29E-36,4.79E-35,PIK3IP1,Down,-1.129600309,34.31935868,protein_coding
14542.96365,-1.51729396,0.108048665,5.50E-46,5.33E-45,PIK3R1,Down,-1.51729396,44.27364696,protein_coding
5196.413319,0.68500508,0.098879339,3.84E-12,9.20E-12,PIK3R3,NS,0.68500508,11.03607483,protein_coding
2750.218804,-0.236250329,0.054632606,2.39E-05,3.87E-05,PIK3R4,NS,-0.236250329,4.411740505,protein_coding
583.0693532,0.428370549,0.124317564,0.000515649,0.00075756,PIK3R5,NS,0.428370549,3.120582703,protein_coding
130.1645093,0.926688067,0.119740448,4.93E-15,1.37E-14,PIK3R6,NS,0.926688067,13.86417667,protein_coding
2821.799794,-0.539269093,0.087844975,3.20E-10,6.94E-10,PIKFYVE,NS,-0.539269093,9.158416631,protein_coding
419.6573329,1.217420297,0.113901288,5.76E-27,2.68E-26,PILRA,Up,1.217420297,25.57231151,protein_coding
197.7706017,0.286243633,0.150669843,0.054537678,0.066631981,PILRB,NS,0.286243633,1.176317275,protein_coding
3421.286699,0.506623053,0.126041822,5.50E-05,8.70E-05,PIM1,NS,0.506623053,4.06057137,protein_coding
2057.6092,1.720325206,0.144825875,5.04E-33,2.97E-32,PIM2,Up,1.720325206,31.5271631,protein_coding
4280.930622,0.558658237,0.086217905,1.05E-10,2.34E-10,PIM3,NS,0.558658237,9.63089275,protein_coding
584.6479274,4.325430952,0.14843789,6.99E-188,1.60E-185,PIMREG,Up,4.325430952,184.7950156,protein_coding
1690.698334,0.566921358,0.10041976,1.92E-08,3.76E-08,PIN1,NS,0.566921358,7.425117177,protein_coding
1047.135142,0.658301712,0.073828882,6.80E-19,2.27E-18,PIN4,NS,0.658301712,17.64488869,protein_coding
1038.682096,-1.12218729,0.098366226,1.16E-30,6.23E-30,PINK1,Down,-1.12218729,29.20517838,protein_coding
128.1126917,-1.101337122,0.103953935,1.23E-26,5.64E-26,PINLYP,Down,-1.101337122,25.24892936,protein_coding
328.2083955,0.597921717,0.090028875,2.20E-11,5.09E-11,PINX1,NS,0.597921717,10.29312423,protein_coding
15828.21342,-1.597942063,0.441471553,4.37E-05,6.96E-05,PIP,Down,-1.597942063,4.157522266,protein_coding
2379.137882,0.123425332,0.065965325,0.064934346,0.07862659,PIP4K2A,NS,0.123425332,1.10443056,protein_coding
6128.326444,-0.549654014,0.053289698,3.96E-25,1.72E-24,PIP4K2B,NS,-0.549654014,23.76527274,protein_coding
3256.747596,0.457609027,0.065492748,2.40E-12,5.81E-12,PIP4K2C,NS,0.457609027,11.23560567,protein_coding
1552.72171,0.028835158,0.052732864,0.583765752,0.615646664,PIP4P1,NS,0.028835158,0.21066847,protein_coding
645.794743,-0.773055606,0.101633329,1.67E-14,4.53E-14,PIP4P2,NS,-0.773055606,13.34437047,protein_coding
5026.938359,0.89740371,0.063757369,4.74E-45,4.43E-44,PIP5K1A,NS,0.89740371,43.35386205,protein_coding
522.8986461,-0.271647769,0.185830257,0.131436393,0.15322135,PIP5K1B,NS,-0.271647769,0.814680716,protein_coding
3605.392451,0.176420941,0.05789626,0.001879334,0.002636853,PIP5K1C,NS,0.176420941,2.57891407,protein_coding
118.5903276,-0.043464337,0.131310044,0.727192194,0.751640538,PIP5KL1,NS,-0.043464337,0.123989805,protein_coding
74.83341904,0.84813294,0.129173802,3.22E-11,7.36E-11,PIPOX,NS,0.84813294,10.13295409,protein_coding
1106.484183,0.592579031,0.124234095,1.65E-06,2.88E-06,PIR,NS,0.592579031,5.540038809,protein_coding
2389.08373,-0.73671103,0.093804137,1.52E-15,4.31E-15,PISD,NS,-0.73671103,14.36580194,protein_coding
3148.145565,0.371036568,0.056516353,5.35E-11,1.21E-10,PITHD1,NS,0.371036568,9.917083604,protein_coding
5923.83722,0.227611698,0.051093474,8.23E-06,1.38E-05,PITPNA,NS,0.227611698,4.8609432,protein_coding
4703.144688,0.327959421,0.044170162,1.07E-13,2.78E-13,PITPNB,NS,0.327959421,12.55557204,protein_coding
1587.814708,-0.101173171,0.084562674,0.22861626,0.258300738,PITPNC1,NS,-0.101173171,0.587874354,protein_coding
1370.5749,0.800535246,0.091989987,2.08E-18,6.78E-18,PITPNM1,NS,0.800535246,17.16857346,protein_coding
993.0710004,0.36144737,0.083895959,1.49E-05,2.45E-05,PITPNM2,NS,0.36144737,4.611148419,protein_coding
553.7507074,0.466137049,0.132707156,0.000373967,0.000555469,PITPNM3,NS,0.466137049,3.255339995,protein_coding
4963.099609,0.618427362,0.078596104,2.80E-15,7.85E-15,PITRM1,NS,0.618427362,14.10521684,protein_coding
1043.186777,3.690744431,0.216228124,1.98E-66,3.83E-65,PITX1,Up,3.690744431,64.41637671,protein_coding
100.5682891,0.455600101,0.213479583,3.35E-11,7.65E-11,PITX2,NS,0.455600101,10.11634007,protein_coding
115.6383745,-0.942401259,0.179719629,9.80E-24,4.02E-23,PIWIL2,NS,-0.942401259,22.39626736,protein_coding
262.3454312,-0.158429493,0.119289155,0.180068483,0.206568642,PIWIL4,NS,-0.158429493,0.684935605,protein_coding
2476.310299,-0.506791074,0.089554737,8.91E-09,1.78E-08,PJA1,NS,-0.506791074,7.750159401,protein_coding
9041.932329,-1.217102659,0.069661403,9.49E-69,2.00E-67,PJA2,Down,-1.217102659,66.69965105,protein_coding
158.9756374,-1.067877502,0.079630918,2.16E-41,1.76E-40,PJVK,Down,-1.067877502,39.75543174,protein_coding
3127.730732,-0.692566561,0.091380192,1.07E-14,2.90E-14,PKD1,NS,-0.692566561,13.53688408,protein_coding
102.8242025,-1.620844995,0.129266675,1.01E-36,6.86E-36,PKD1L1,Down,-1.620844995,35.16395042,protein_coding
354.5885697,-2.540942306,0.209313029,8.27E-35,5.20E-34,PKD1L2,Down,-2.540942306,33.28419173,protein_coding
10.19323859,-0.674100725,0.126826683,7.14E-08,1.35E-07,PKD1L3,NS,-0.674100725,6.869086614,protein_coding
2914.026593,-1.442763075,0.083621469,5.55E-68,1.13E-66,PKD2,Down,-1.442763075,65.94579682,protein_coding
24.01709516,0.319680215,0.207841413,0.114310003,0.134336616,PKD2L1,NS,0.319680215,0.871805597,protein_coding
10.39209879,-0.599989663,0.126704001,1.55E-06,2.71E-06,PKD2L2,NS,-0.599989663,5.567156731,protein_coding
1396.556021,-1.905004373,0.182990807,3.78E-26,1.70E-25,PKDCC,Down,-1.905004373,24.76973272,protein_coding
51.95537925,0.225487693,0.13202792,0.08447403,0.10080001,PKDREJ,NS,0.225487693,0.996539426,protein_coding
89.10722332,-0.034298407,0.252343837,0.880497637,0.892728553,PKHD1,NS,-0.034298407,0.049280575,protein_coding
311.3411327,-2.849393014,0.205108666,7.66E-45,7.10E-44,PKHD1L1,Down,-2.849393014,43.14891097,protein_coding
450.8508535,-1.927390938,0.144151998,2.09E-07,3.86E-07,PKIA,Down,-1.927390938,6.413638921,protein_coding
872.0129345,0.029528252,0.166641518,0.856356548,0.870492936,PKIB,NS,0.029528252,0.060234749,protein_coding
2015.078737,-0.33541851,0.080729235,1.79E-05,2.93E-05,PKIG,NS,-0.33541851,4.532937225,protein_coding
58422.15629,1.298698898,0.102428148,5.75E-37,3.96E-36,PKM,Up,1.298698898,35.40273372,protein_coding
765.6906956,4.548227498,0.157458195,1.17E-184,2.54E-182,PKMYT1,Up,4.548227498,181.5948507,protein_coding
6815.616238,0.84741938,0.09438423,2.73E-19,9.27E-19,PKN1,NS,0.84741938,18.03312165,protein_coding
4203.334853,-0.338745897,0.070256824,1.22E-06,2.15E-06,PKN2,NS,-0.338745897,5.667877256,protein_coding
812.5538824,-0.729810383,0.086870338,3.00E-17,9.27E-17,PKN3,NS,-0.729810383,16.03294634,protein_coding
1357.54227,0.099865899,0.040130571,0.012742064,0.016571589,PKNOX1,NS,0.099865899,1.780635834,protein_coding
141.91466,-0.894326833,0.209186798,2.03E-08,3.98E-08,PKNOX2,NS,-0.894326833,7.399824215,protein_coding
5616.718924,0.702904817,0.192338808,0.000165723,0.00025294,PKP1,NS,0.702904817,3.596982741,protein_coding
1831.839702,0.006583205,0.13622111,0.993998757,0.994856597,PKP2,NS,0.006583205,0.002239516,protein_coding
3657.928453,1.620845417,0.156348469,1.03E-25,4.57E-25,PKP3,Up,1.620845417,24.33972019,protein_coding
7631.728645,-0.095522395,0.07015914,0.114671935,0.134716453,PKP4,NS,-0.095522395,0.870579361,protein_coding
164.9689772,0.765164013,0.16037743,0.023356899,0.029629027,PLA1A,NS,0.765164013,1.528282606,protein_coding
10.19503891,-0.114136053,0.140038171,0.40784638,0.442320926,PLA2G10,NS,-0.114136053,0.354262513,protein_coding
1804.783054,-0.733713243,0.077130353,2.00E-21,7.42E-21,PLA2G12A,NS,-0.733713243,20.12940134,protein_coding
1241.000743,0.413095701,0.079692124,1.87E-07,3.45E-07,PLA2G15,NS,0.413095701,6.461805996,protein_coding
1942.200727,-1.71179814,0.314347077,9.94E-09,1.98E-08,PLA2G2A,Down,-1.71179814,7.703999429,protein_coding
36.46027899,-0.140634792,0.180598286,0.425723129,0.460321678,PLA2G2C,NS,-0.140634792,0.336938572,protein_coding
333.9549992,2.057999963,0.275446849,1.31E-14,3.55E-14,PLA2G2D,Up,2.057999963,13.44947947,protein_coding
23.51769158,0.393420573,0.265479781,0.606155035,0.63742312,PLA2G3,NS,0.393420573,0.195572188,protein_coding
1066.795303,-0.032600008,0.159922642,0.832378587,0.848639951,PLA2G4A,NS,-0.032600008,0.071276527,protein_coding
10.43871763,-0.72814405,0.187557835,6.55E-05,0.000103001,PLA2G4B,NS,-0.72814405,3.987158019,protein_coding
553.2523764,-0.184093587,0.131805532,0.148954483,0.172534948,PLA2G4C,NS,-0.184093587,0.763122923,protein_coding
18.68495575,2.908745357,0.251343278,7.15E-32,4.04E-31,PLA2G4D,Up,2.908745357,30.3932295,protein_coding
15.38951324,1.004631341,0.348687444,0.00036017,0.000535509,PLA2G4E,Up,1.004631341,3.27123313,protein_coding
137.2918436,0.379926873,0.233337801,0.939096022,0.946075453,PLA2G4F,NS,0.379926873,0.024074226,protein_coding
122.0244812,-0.631545678,0.178957005,1.17E-08,2.31E-08,PLA2G5,NS,-0.631545678,7.636403949,protein_coding
770.3084127,-0.418313757,0.095561499,1.07E-05,1.78E-05,PLA2G6,NS,-0.418313757,4.749673247,protein_coding
