baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,regulation,log2FC_plot,negLog10Padj,gene_biotype
713.0206557,-0.558283272,0.054257975,6.66E-25,2.86E-24,TRMO,NS,-0.558283272,23.54385108,protein_coding
1903.279056,0.832271807,0.083438091,1.19E-23,4.87E-23,TRMT1,NS,0.832271807,22.31202705,protein_coding
404.0272446,-0.038641679,0.064031607,0.579301829,0.611278657,TRMT10A,NS,-0.038641679,0.213760767,protein_coding
541.5673863,-0.409007244,0.059090505,3.77E-12,9.03E-12,TRMT10B,NS,-0.409007244,11.04416037,protein_coding
1882.314534,0.499767774,0.063764407,3.39E-15,9.46E-15,TRMT10C,NS,0.499767774,14.0239583,protein_coding
910.6363231,0.39593854,0.069973471,9.81E-09,1.95E-08,TRMT11,NS,0.39593854,7.709658835,protein_coding
4982.935529,0.853770462,0.080773803,2.62E-26,1.19E-25,TRMT112,NS,0.853770462,24.92594795,protein_coding
1155.335812,0.742763701,0.063761236,2.15E-31,1.19E-30,TRMT12,NS,0.742763701,29.92310116,protein_coding
648.5619464,-0.230239903,0.066835763,0.000566203,0.000829088,TRMT13,NS,-0.230239903,3.081399271,protein_coding
1644.224634,0.052916535,0.070423537,0.46215481,0.496627286,TRMT1L,NS,0.052916535,0.303969423,protein_coding
1500.828864,0.769875,0.086060472,4.02E-19,1.35E-18,TRMT2A,NS,0.769875,17.86858151,protein_coding
1316.087849,0.220999021,0.059771278,0.000211666,0.000320299,TRMT2B,NS,0.220999021,3.494444099,protein_coding
758.6554626,-0.384468319,0.057627926,2.29E-11,5.28E-11,TRMT44,NS,-0.384468319,10.27754638,protein_coding
1398.806367,-0.26583822,0.047296505,1.76E-08,3.46E-08,TRMT5,NS,-0.26583822,7.460713317,protein_coding
1406.936641,0.863048392,0.053818791,3.75E-58,5.55E-57,TRMT6,NS,0.863048392,56.25592036,protein_coding
1274.442964,0.982506778,0.095325668,3.31E-25,1.44E-24,TRMT61A,NS,0.982506778,23.84119669,protein_coding
571.3283706,0.12472951,0.06029275,0.038175847,0.047418827,TRMT61B,NS,0.12472951,1.324049191,protein_coding
722.3798488,-2.525675953,0.166004185,3.80E-53,4.71E-52,TRMT9B,Down,-2.525675953,51.32727405,protein_coding
1423.633538,1.332842799,0.075573545,4.63E-70,1.01E-68,TRMU,Up,1.332842799,67.99523737,protein_coding
1067.019865,0.408516449,0.058738365,2.09E-12,5.08E-12,TRNAU1AP,NS,0.408516449,11.29397542,protein_coding
702.917607,-0.450745655,0.132792394,0.000596332,0.000871433,TRNP1,NS,-0.450745655,3.059765856,protein_coding
1029.289018,0.313391003,0.065851593,2.07E-06,3.60E-06,TRNT1,NS,0.313391003,5.444245851,protein_coding
897.136768,-0.33535254,0.160011917,0.0313012,0.039225149,TRO,NS,-0.33535254,1.406435393,protein_coding
758.7935321,4.343728507,0.134749969,3.23E-229,1.57E-226,TROAP,Up,4.343728507,225.8051514,protein_coding
62.53131794,3.234060462,0.232014062,3.17E-45,2.99E-44,TRPA1,Up,3.234060462,43.52490736,protein_coding
453.5819156,-1.161280601,0.102236341,2.88E-30,1.53E-29,TRPC1,Down,-1.161280601,28.81652678,protein_coding
28.45791062,0.473053169,0.145218194,0.000940986,0.001354042,TRPC3,NS,0.473053169,2.868367878,protein_coding
43.44060704,0.753501419,0.144664057,1.25E-07,2.34E-07,TRPC4,NS,0.753501419,6.630627208,protein_coding
6549.568106,0.183781639,0.050333364,0.000263087,0.000395189,TRPC4AP,NS,0.183781639,3.403195318,protein_coding
387.5896623,-1.416872202,0.112678551,8.95E-37,6.11E-36,TRPC6,Down,-1.416872202,35.21372433,protein_coding
7.979578496,-2.330263278,0.220678306,4.10E-27,1.92E-26,TRPM1,Down,-2.330263278,25.71716718,protein_coding
943.4661387,1.616802215,0.112499049,2.82E-47,2.86E-46,TRPM2,Up,1.616802215,45.5435031,protein_coding
54.72594941,-2.044970712,0.168336523,9.70E-35,6.09E-34,TRPM3,Down,-2.044970712,33.21547683,protein_coding
2235.360094,0.110323678,0.119143641,0.376765375,0.411197637,TRPM4,NS,0.110323678,0.385949389,protein_coding
161.682537,-0.475669393,0.16539896,0.003416911,0.004698816,TRPM6,NS,-0.475669393,2.328011571,protein_coding
3010.542855,-0.445410888,0.07661321,3.69E-09,7.54E-09,TRPM7,NS,-0.445410888,8.122360398,protein_coding
187.8424237,5.125974774,0.280694081,1.23E-59,1.92E-58,TRPM8,Up,5.125974774,57.71591699,protein_coding
17429.96283,0.733137184,0.134926045,3.18E-08,6.17E-08,TRPS1,NS,0.733137184,7.2100291,protein_coding
897.6509627,0.279731424,0.091405987,0.002107761,0.002944292,TRPT1,NS,0.279731424,2.53101911,protein_coding
389.2769255,-0.152327695,0.086400282,0.075650407,0.090763966,TRPV1,NS,-0.152327695,1.042086534,protein_coding
740.9741621,0.449923724,0.128127528,0.000396577,0.000587839,TRPV2,NS,0.449923724,3.23074168,protein_coding
158.7028344,1.493422815,0.173607695,2.31E-18,7.51E-18,TRPV3,Up,1.493422815,17.12407172,protein_coding
864.3513552,1.245190963,0.170403841,1.15E-13,2.98E-13,TRPV4,Up,1.245190963,12.52547682,protein_coding
6.397284383,-0.023051134,0.198442574,0.905172047,0.915211977,TRPV5,NS,-0.023051134,0.038478305,protein_coding
1318.932244,1.194991876,0.217023809,1.60E-08,3.15E-08,TRPV6,Up,1.194991876,7.501725698,protein_coding
6214.506225,0.460968714,0.062816923,2.45E-13,6.25E-13,TRRAP,NS,0.460968714,12.20427212,protein_coding
1452.543785,0.123191249,0.066927859,0.063244264,0.07669924,TRUB1,NS,0.123191249,1.115208939,protein_coding
1876.166869,0.363387129,0.059411934,9.03E-10,1.91E-09,TRUB2,NS,0.363387129,8.719453235,protein_coding
36.07044214,2.072777983,0.121388079,2.91E-66,5.62E-65,TSACC,Up,2.072777983,64.25015745,protein_coding
2568.615798,-0.66109779,0.060685533,6.53E-28,3.15E-27,TSC1,NS,-0.66109779,26.50182149,protein_coding
4835.504061,-0.114286111,0.055174844,0.032173677,0.040282224,TSC2,NS,-0.114286111,1.394886565,protein_coding
15005.52268,-0.924097105,0.083124972,2.33E-29,1.19E-28,TSC22D1,NS,-0.924097105,27.92438696,protein_coding
2623.868753,0.062730955,0.082196819,0.450516589,0.485094846,TSC22D2,NS,0.062730955,0.314173339,protein_coding
9988.932153,-1.438639922,0.132206239,1.75E-28,8.64E-28,TSC22D3,Down,-1.438639922,27.06345564,protein_coding
3460.32473,0.600750983,0.084470285,1.38E-12,3.38E-12,TSC22D4,NS,0.600750983,11.47116977,protein_coding
2324.537606,1.101366819,0.062906344,1.09E-68,2.28E-67,TSEN15,Up,1.101366819,66.64289187,protein_coding
583.0281817,0.213141269,0.066809952,0.001376906,0.001957697,TSEN2,NS,0.213141269,2.70825457,protein_coding
3104.881963,1.10311097,0.070055017,3.21E-55,4.32E-54,TSEN34,Up,1.10311097,53.36408307,protein_coding
1715.65587,1.298403961,0.079933105,1.69E-59,2.61E-58,TSEN54,Up,1.298403961,57.58299332,protein_coding
29.76854662,-0.095123266,0.104132526,0.356746626,0.391025771,TSFM,NS,-0.095123266,0.407794619,protein_coding
3860.126352,0.105316746,0.049585779,0.033674196,0.042085185,TSG101,NS,0.105316746,1.375870761,protein_coding
326.0880295,-0.466834461,0.081368147,8.71E-09,1.74E-08,TSGA10,NS,-0.466834461,7.759570254,protein_coding
64.5216625,-0.204469829,0.195617514,0.283752216,0.316156574,TSHR,NS,-0.204469829,0.500097783,protein_coding
2394.346949,-0.909329318,0.079046202,7.04E-31,3.83E-30,TSHZ1,NS,-0.909329318,29.41722715,protein_coding
2856.820699,-1.939887035,0.144967104,9.34E-63,1.62E-61,TSHZ2,Down,-1.939887035,60.79058558,protein_coding
939.2688195,-0.907578732,0.09358157,1.79E-22,6.96E-22,TSHZ3,NS,-0.907578732,21.15720787,protein_coding
23.6955807,-0.954917878,0.18845325,1.90E-07,3.52E-07,TSKS,NS,-0.954917878,6.453337044,protein_coding
5939.821423,-0.519573096,0.140829444,0.000182296,0.000277263,TSKU,NS,-0.519573096,3.55710754,protein_coding
149.312379,-2.352669329,0.194682262,1.77E-34,1.10E-33,TSLP,Down,-2.352669329,32.9583117,protein_coding
6320.936449,0.404361684,0.051289066,2.17E-15,6.10E-15,TSN,NS,0.404361684,14.21453803,protein_coding
960.9884548,0.481497798,0.095270034,5.19E-07,9.36E-07,TSNARE1,NS,0.481497798,6.028903323,protein_coding
2201.789859,0.38070253,0.057578801,4.20E-11,9.55E-11,TSNAX,NS,0.38070253,10.02009868,protein_coding
75.06811744,-0.309906506,0.118387203,0.008199862,0.010891583,TSNAXIP1,NS,-0.309906506,1.962908988,protein_coding
902.8045307,-0.296712058,0.219432028,0.007179411,0.009583107,TSPAN1,NS,-0.296712058,2.018493683,protein_coding
179.6443073,0.512635305,0.118830537,1.33E-05,2.20E-05,TSPAN10,NS,0.512635305,4.658532001,protein_coding
528.5213235,-0.153914948,0.163885265,0.018278055,0.023419739,TSPAN11,NS,-0.153914948,1.630417947,protein_coding
1023.892277,-0.168621236,0.118666191,0.142644136,0.165565545,TSPAN12,NS,-0.168621236,0.781030036,protein_coding
6565.97177,0.194865778,0.10492715,0.071544004,0.086154087,TSPAN13,NS,0.194865778,1.064724117,protein_coding
9002.608034,-0.155444181,0.065028738,0.017258369,0.022154007,TSPAN14,NS,-0.155444181,1.654547711,protein_coding
3780.415991,-0.405819443,0.119163535,0.000580608,0.000849526,TSPAN15,NS,-0.405819443,3.07082331,protein_coding
2308.89206,0.971358785,0.087832083,2.54E-28,1.24E-27,TSPAN17,NS,0.971358785,26.90512398,protein_coding
1895.738225,-0.40478413,0.125076126,0.001034663,0.001484235,TSPAN18,NS,-0.40478413,2.828497214,protein_coding
777.6618179,-0.176561389,0.131937359,0.171315806,0.19712366,TSPAN2,NS,-0.176561389,0.705261245,protein_coding
12302.28827,-1.007154985,0.108014979,3.62E-21,1.33E-20,TSPAN3,Down,-1.007154985,19.87509329,protein_coding
1832.363678,-0.869602801,0.061335173,1.52E-45,1.44E-44,TSPAN31,NS,-0.869602801,43.8401945,protein_coding
70.76330311,0.402792821,0.143115085,0.004509008,0.006129376,TSPAN32,NS,0.402792821,2.212583704,protein_coding
1869.171204,1.775689021,0.10515075,1.68E-64,3.07E-63,TSPAN33,Up,1.775689021,62.5125163,protein_coding
2979.955354,-0.718049314,0.1071787,1.32E-11,3.07E-11,TSPAN4,NS,-0.718049314,10.51292515,protein_coding
1655.120404,-0.517277787,0.140628433,0.000172711,0.000263202,TSPAN5,NS,-0.517277787,3.579710498,protein_coding
4262.453293,-0.097063016,0.077415427,0.166527103,0.191962741,TSPAN6,NS,-0.097063016,0.716783057,protein_coding
1391.141934,-2.476625548,0.158132505,3.54E-56,4.91E-55,TSPAN7,Down,-2.476625548,54.30866277,protein_coding
287.8031112,0.282963636,0.260304315,0.954933649,0.960408553,TSPAN8,NS,0.282963636,0.017543981,protein_coding
4579.047273,0.007593026,0.08513473,0.939998439,0.946938877,TSPAN9,NS,0.007593026,0.023678053,protein_coding
16.12472441,0.847725005,0.214753277,0.623112168,0.653575847,TSPEAR,NS,0.847725005,0.184704006,protein_coding
6919.950817,1.123273693,0.116292769,2.30E-22,8.89E-22,TSPO,Up,1.123273693,21.05130674,protein_coding
1433.082713,-0.20196514,0.152812616,0.168799755,0.194400027,TSPOAP1,NS,-0.20196514,0.711303678,protein_coding
6139.916292,-0.65045132,0.060549204,3.37E-27,1.58E-26,TSPYL1,NS,-0.65045132,25.80128525,protein_coding
2039.530012,-0.95792958,0.08123595,6.03E-33,3.55E-32,TSPYL2,NS,-0.95792958,31.45001593,protein_coding
2401.344283,-0.388187215,0.084723374,3.99E-06,6.80E-06,TSPYL4,NS,-0.388187215,5.167217903,protein_coding
4317.765921,1.185797603,0.114012568,1.48E-25,6.51E-25,TSPYL5,Up,1.185797603,24.18626825,protein_coding
2409.954945,0.412559024,0.062327452,3.72E-11,8.48E-11,TSR1,NS,0.412559024,10.07170831,protein_coding
3275.852236,0.40926921,0.071480311,9.92E-09,1.97E-08,TSR2,NS,0.40926921,7.704859926,protein_coding
1486.791672,0.671670814,0.096546191,2.80E-12,6.75E-12,TSR3,NS,0.671670814,11.1704757,protein_coding
1659.595287,0.615182699,0.098768769,5.30E-10,1.13E-09,TSSC4,NS,0.615182699,8.945203032,protein_coding
15.57131717,-0.549648991,0.159571514,0.000432065,0.000638765,TSSK3,NS,-0.549648991,3.194659082,protein_coding
84.6398172,-0.925691331,0.117073194,1.46E-15,4.15E-15,TSSK4,NS,-0.925691331,14.38143721,protein_coding
73.00963395,0.746296175,0.100466105,8.25E-14,2.15E-13,TSSK6,NS,0.746296175,12.66708845,protein_coding
1672.538892,-0.238302662,0.121341285,0.045868433,0.056473225,TST,NS,-0.238302662,1.24815741,protein_coding
1786.946351,0.753449448,0.118309297,1.45E-10,3.21E-10,TSTD1,NS,0.753449448,9.494059255,protein_coding
745.2387847,-0.640245965,0.090677036,1.24E-12,3.04E-12,TSTD2,NS,-0.640245965,11.51731164,protein_coding
29.12107891,1.658170721,0.165385466,3.17E-24,1.32E-23,TTBK1,Up,1.658170721,22.8784506,protein_coding
971.0512722,-1.094924686,0.087705312,3.88E-36,2.58E-35,TTBK2,Down,-1.094924686,34.58819171,protein_coding
2742.159686,0.0234588,0.062314534,0.675224557,0.703113315,TTC1,NS,0.0234588,0.152974678,protein_coding
837.5130039,-0.871448018,0.090666816,4.18E-22,1.60E-21,TTC12,NS,-0.871448018,20.79471083,protein_coding
1453.904525,1.301889993,0.065977781,5.36E-87,1.86E-85,TTC13,Up,1.301889993,84.73015594,protein_coding
1573.581189,-0.566174009,0.085118775,2.31E-11,5.33E-11,TTC14,NS,-0.566174009,10.27296216,protein_coding
19.57496582,0.618433687,0.146778161,1.99E-05,3.24E-05,TTC16,NS,0.618433687,4.489401959,protein_coding
5784.783927,-0.069737091,0.056778419,0.19226223,0.219735782,TTC17,NS,-0.069737091,0.658099216,protein_coding
3466.31187,-0.202871427,0.064354301,0.00141326,0.002006516,TTC19,NS,-0.202871427,2.697557446,protein_coding
326.583654,-0.547107251,0.106117672,1.84E-07,3.40E-07,TTC21A,NS,-0.547107251,6.468838501,protein_coding
1400.313051,-0.513750541,0.06565957,3.49E-15,9.73E-15,TTC21B,NS,-0.513750541,14.01177692,protein_coding
1008.125967,1.326831337,0.169203919,1.75E-15,4.96E-15,TTC22,Up,1.326831337,14.30461139,protein_coding
1276.92735,-0.453598301,0.080758418,1.43E-08,2.83E-08,TTC23,NS,-0.453598301,7.548422859,protein_coding
40.14430202,-1.075416354,0.136334188,1.57E-15,4.46E-15,TTC23L,Down,-1.075416354,14.35056493,protein_coding
20.40347226,2.365268192,0.24580695,9.98E-23,3.93E-22,TTC24,Up,2.365268192,21.40557414,protein_coding
1635.103568,0.356696115,0.053536347,2.61E-11,6.00E-11,TTC27,NS,0.356696115,10.22181188,protein_coding
2180.112059,-1.654667485,0.102546025,1.80E-70,3.96E-69,TTC28,Down,-1.654667485,68.40227313,protein_coding
18631.87549,-0.180294583,0.077758138,0.012821113,0.016672318,TTC3,NS,-0.180294583,1.778004006,protein_coding
1304.552027,0.179607904,0.045464466,7.67E-05,0.000120129,TTC31,NS,0.179607904,3.920353104,protein_coding
419.4186122,0.125947788,0.082642708,0.127383665,0.148787713,TTC32,NS,0.125947788,0.827432932,protein_coding
1127.0857,-0.535626794,0.073964324,3.64E-13,9.19E-13,TTC33,NS,-0.535626794,12.03682614,protein_coding
60.94319317,-1.527411171,0.157755467,9.05E-23,3.57E-22,TTC34,Down,-1.527411171,21.44694844,protein_coding
44.1761409,-1.947406302,0.213005821,1.10E-20,3.96E-20,TTC36,Down,-1.947406302,19.40276184,protein_coding
1899.537715,-0.595072401,0.086327949,4.17E-12,9.98E-12,TTC38,NS,-0.595072401,11.00069484,protein_coding
2673.482679,-0.209592023,0.172015305,0.201944026,0.230095603,TTC39A,NS,-0.209592023,0.638091681,protein_coding
1279.157553,0.58858167,0.090448734,7.04E-11,1.58E-10,TTC39B,NS,0.58858167,9.800789825,protein_coding
1426.794677,-0.103890495,0.09160733,0.231718002,0.261522128,TTC39C,NS,-0.103890495,0.582491558,protein_coding
48.07997794,0.236520478,0.074295509,0.00138319,0.001966097,TTC4,NS,0.236520478,2.706395132,protein_coding
918.2201484,-0.168318479,0.05323266,0.001536595,0.002174673,TTC5,NS,-0.168318479,2.662605991,protein_coding
341.8314834,-2.296446752,0.277153718,1.67E-17,5.24E-17,TTC6,Down,-2.296446752,16.28038285,protein_coding
2787.733881,0.704392189,0.0694601,1.18E-23,4.83E-23,TTC7A,NS,0.704392189,22.31617572,protein_coding
1294.82429,-0.536075519,0.09857236,3.19E-08,6.19E-08,TTC7B,NS,-0.536075519,7.208643396,protein_coding
1206.386732,-0.720324856,0.073754669,1.24E-22,4.86E-22,TTC8,NS,-0.720324856,21.31358004,protein_coding
1631.035947,0.373520924,0.136284456,0.0061976,0.008323676,TTC9,NS,0.373520924,2.079684811,protein_coding
8.488201762,0.788758228,0.163924041,8.33E-07,1.48E-06,TTC9B,NS,0.788758228,5.82925705,protein_coding
1134.693304,0.65214137,0.048314773,1.20E-41,9.91E-41,TTC9C,NS,0.65214137,40.00397118,protein_coding
1144.433833,-0.062455418,0.050100893,0.211647171,0.240351142,TTF1,NS,-0.062455418,0.61915381,protein_coding
1707.544531,0.933522949,0.077137998,2.30E-33,1.37E-32,TTF2,NS,0.933522949,31.86223723,protein_coding
1972.41332,0.666684033,0.053797756,1.10E-35,7.19E-35,TTI1,NS,0.666684033,34.1434392,protein_coding
548.7590541,0.215823573,0.057263709,0.000159103,0.000243103,TTI2,NS,0.215823573,3.614208811,protein_coding
1281.185031,4.150111297,0.126992173,2.07E-235,1.31E-232,TTK,Up,4.150111297,231.8821937,protein_coding
2752.311619,0.755613208,0.07630773,2.78E-23,1.12E-22,TTL,NS,0.755613208,21.95017987,protein_coding
490.5124431,0.203502028,0.066670354,0.00225684,0.003145173,TTLL1,NS,0.203502028,2.502355512,protein_coding
35.88974181,-1.229071363,0.1378176,1.72E-19,5.88E-19,TTLL10,Down,-1.229071363,18.23032888,protein_coding
268.6767742,-0.656312351,0.081239559,4.42E-16,1.29E-15,TTLL11,NS,-0.656312351,14.89087365,protein_coding
4498.993934,1.373042993,0.080833622,5.35E-65,9.95E-64,TTLL12,Up,1.373042993,63.00202082,protein_coding
19.87481493,1.845129921,0.217852374,5.47E-18,1.75E-17,TTLL2,Up,1.845129921,16.75775894,protein_coding
707.3188408,-0.650597511,0.105724676,4.90E-10,1.05E-09,TTLL3,NS,-0.650597511,8.978436542,protein_coding
3139.762193,1.69027605,0.10066586,4.78E-64,8.64E-63,TTLL4,Up,1.69027605,62.06360474,protein_coding
1715.274256,0.269566577,0.058355974,2.81E-06,4.84E-06,TTLL5,NS,0.269566577,5.31487813,protein_coding
7.465791313,-0.728354777,0.210057359,0.071601973,0.086213946,TTLL6,NS,-0.728354777,1.064422476,protein_coding
751.4794701,-0.328352635,0.147644623,0.022358067,0.028417234,TTLL7,NS,-0.328352635,1.546418194,protein_coding
35.00623509,-0.690411132,0.140390937,6.31E-07,1.13E-06,TTLL9,NS,-0.690411132,5.946412695,protein_coding
710.7036572,-5.43722869,0.121981371,1.47E-17,4.60E-17,TTN,Down,-5.43722869,16.33717109,protein_coding
112.9100882,-0.543821849,0.195717437,0.004324549,0.005888394,TTPA,NS,-0.543821849,2.230003136,protein_coding
1664.691121,0.393748163,0.06054425,8.82E-11,1.97E-10,TTPAL,NS,0.393748163,9.705613597,protein_coding
1877.539223,1.623909832,0.229010658,2.91E-13,7.38E-13,TTYH1,Up,1.623909832,12.13200263,protein_coding
615.2375979,0.12287309,0.1049416,0.249041978,0.279788563,TTYH2,NS,0.12287309,0.553170043,protein_coding
7064.808234,2.065486133,0.103438059,1.72E-89,6.40E-88,TTYH3,Up,2.065486133,87.19361404,protein_coding
1305.105941,-0.125975009,0.125993152,0.29175371,0.32430025,TUB,NS,-0.125975009,0.489052717,protein_coding
16339.267,0.203845491,0.097687622,0.043232384,0.053397788,TUBA1A,NS,0.203845491,1.272476735,protein_coding
6324.506187,1.054414348,0.068888407,4.86E-52,5.79E-51,TUBA1B,Up,1.054414348,50.23756024,protein_coding
3757.745967,1.982449817,0.077593828,6.37E-145,7.11E-143,TUBA1C,Up,1.982449817,142.1481889,protein_coding
33.25717058,-1.048027849,0.174395817,0.000541438,0.000793939,TUBA3D,Down,-1.048027849,3.100212969,protein_coding
3450.145234,1.24138487,0.152019425,1.06E-16,3.18E-16,TUBA4A,Up,1.24138487,15.49690157,protein_coding
12.33551906,0.330772996,0.133101087,0.011578534,0.015141383,TUBA8,NS,0.330772996,1.819834453,protein_coding
66.66569629,1.302281789,0.204933437,7.70E-11,1.73E-10,TUBAL3,Up,1.302281789,9.762868714,protein_coding
44970.72288,1.516797959,0.065407985,6.98E-122,5.81E-120,TUBB,Up,1.516797959,119.2359203,protein_coding
23.80737059,-0.568602936,0.153925892,0.000167716,0.000255889,TUBB1,NS,-0.568602936,3.591948565,protein_coding
1605.304394,-0.28128227,0.120260277,0.01587618,0.020456469,TUBB2A,NS,-0.28128227,1.689169335,protein_coding
927.9604844,0.707040896,0.227325404,0.001339808,0.00190703,TUBB2B,NS,0.707040896,2.719642564,protein_coding
24.55787775,3.693842701,0.184467031,2.05E-90,7.95E-89,TUBB3,Up,3.693842701,88.09972718,protein_coding
92.65562805,3.838059213,0.257498909,1.74E-51,2.04E-50,TUBB4A,Up,3.838059213,49.69119514,protein_coding
12516.7079,0.933572265,0.090611599,1.68E-25,7.40E-25,TUBB4B,NS,0.933572265,24.13100716,protein_coding
6834.546979,-0.116171832,0.113790374,0.283760937,0.316156574,TUBB6,NS,-0.116171832,0.500097783,protein_coding
20.84111323,1.825911436,0.166159054,1.00E-28,4.99E-28,TUBB8,Up,1.825911436,27.30175681,protein_coding
16.20523381,1.399481823,0.207174944,4.59E-12,1.10E-11,TUBB8B,Up,1.399481823,10.9600463,protein_coding
702.7774756,0.293305136,0.065933297,7.14E-06,1.20E-05,TUBD1,NS,0.293305136,4.921134845,protein_coding
897.1290834,-0.277072921,0.069626667,6.08E-05,9.59E-05,TUBE1,NS,-0.277072921,4.018224547,protein_coding
1972.930901,1.318574033,0.086208212,5.47E-53,6.72E-52,TUBG1,Up,1.318574033,51.17252678,protein_coding
1008.510331,-0.953468369,0.075740069,1.23E-36,8.35E-36,TUBG2,NS,-0.953468369,35.0781898,protein_coding
3931.193512,0.111885328,0.057376862,0.04374693,0.054004563,TUBGCP2,NS,0.111885328,1.267569547,protein_coding
2265.095708,0.545894347,0.074165685,1.58E-13,4.05E-13,TUBGCP3,NS,0.545894347,12.39221838,protein_coding
835.0206388,0.095873334,0.064567813,0.137035906,0.159446215,TUBGCP4,NS,0.095873334,0.797385786,protein_coding
