"gene_symbol","Closeness_Latora","Harmonic"
"IQGAP3",0.328571129134685,222.776549896028
"IRS1",0.442301738245832,289.217598384033
"ISG15",0.357541789237745,229.296758069717
"ITGA7",0.373243583267104,242.895625698606
"ITIH5",0.239809244150205,146.95644298086
"ITPR1",0.336624515086582,208.829643653325
"JAM2",0.242013451775273,147.650034612158
"JAM3",0.195954485854282,118.772254638766
"JCHAIN",0.279585577047759,172.903683997339
"JPH2",0.255382066983194,155.16044588513
"KCNK5",0.223732113967596,136.055370050748
"KCNMA1",0.222519255588686,135.660938137422
"KCNMB1",0.224463850677358,136.978780983614
"KCNN4",0.284391654379803,178.709662046541
"KIF11",0.341353974655056,259.165965906787
"KIF14",0.333726900919936,249.305961039626
"KIF15",0.34548178328166,255.392999145546
"KIF18A",0.328131320417406,241.422809851103
"KIF18B",0.315917732843625,228.472367369328
"KIF20A",0.34950223048708,260.816133273659
"KIF23",0.339087690415277,252.342037621064
"KIF2C",0.338519490843339,254.242507585257
"KIF4A",0.345823112670363,261.409945813149
"KIFC1",0.349289226535141,255.642470477124
"KIT",0.414129232597111,273.09773615971
"KLB",0.31397310224913,196.888573659394
"KLF2",0.305516093060202,191.888267922183
"KLF4",0.359608299759559,228.863007355513
"KLHL13",0.270741481562738,179.088184267839
"KLK6",0.177341449864196,107.287868576471
"KNL1",0.326232893162665,237.122726746181
"KPNA2",0.320180184158809,227.740659535336
"KRT16",0.202028083296875,121.918680816583
"KRT19",0.317876671524334,198.129972975648
"KRT6B",0.248978009661205,153.843317162973
"L1CAM",0.26583372100751,163.445602628263
"LAMA2",0.285405541591461,177.106792378032
"LAMA3",0.307920838861309,193.410694234307
"LCN2",0.358176363571241,227.741547218258
"LDB2",0.249427713913293,153.263845201568
"LEP",0.405329382536594,262.963428853652
"LEPR",0.369394282540771,235.02399690024
"LIFR",0.349675434878678,222.077646129423
"LINGO1",0.267851741290316,164.141305869751
"LIPE",0.354131647829509,228.670873369278
"LIPG",0.294641337671673,186.614079086782
"LMNB1",0.319159005016299,215.682002230571
"LMOD1",0.26438143859969,164.671794143956
"LMX1B",0.259787493830047,159.861797906107
"LPL",0.380476316989252,247.97703727363
"LRP2",0.35835362459245,228.469332091569
"LRP8",0.303513323711612,190.927722756735
"LTB",0.29431181524931,182.12024697635
"LYVE1",0.362538972939591,234.371237965795
"MAD2L1",0.346364191197811,260.817058812145
"MAL2",0.239100816034595,145.267467943394
"MAOA",0.298285935869552,187.040407799193
"MAOB",0.297340748396411,186.400194830072
"MAPK8IP2",0.303748571596157,186.090074239423
"MAPT",0.343434654451446,230.117387960635
"MATK",0.268723669134446,165.612668844404
"MB",0.233618885428465,142.72918676724
"MCM10",0.361615172873874,265.339370915314
"MCM2",0.337649620988301,240.470831023516
"MCM4",0.331235319279437,243.376334581769
"MDK",0.294402644344855,185.42830238692
"MELK",0.360734430422103,270.458625850029
"MEX3A",0.23755411011616,144.46250293123
"MFAP2",0.281716821165676,177.869340711165
"MFAP4",0.290821133470353,183.343250152113
"MFAP5",0.268371038693089,166.720917553817
"MGLL",0.289516796466697,181.021511145024
"MKI67",0.345066999517501,256.112460604373
"MLXIPL",0.308100438618159,192.663721644789
"MME",0.374408531350259,240.338427323114
"MMP11",0.292555767182103,183.159011350417
"MMP3",0.374559892126751,244.870640143967
"MMP7",0.366205542331467,235.388409001125
"MMP9",0.443441010495026,292.767143938339
"MMRN1",0.315715157430275,196.805738775706
"MOCS1",0.252680152235435,158.944023092266
"MRC1",0.401379916471455,260.717674824909
"MSX2",0.316181400901662,200.442063439368
"MUC1",0.394569364954213,252.7487877331
"MUC16",0.3167192256761,197.977821287564
"MUC5B",0.288436099468681,176.612201459249
"MX1",0.31354046104503,202.47235133158
"MYBL2",0.339847267950235,239.063963500076
"MYBPC1",0.266118279481088,162.429931441457
"MYCL",0.28607646133282,175.99681914264
"MYH11",0.266283341084627,164.801342200543
"MYLK",0.286031456556014,179.354019605855
"MZB1",0.287392630361049,177.802487677084
"NAT1",0.221770184910451,134.236497423595
"NAT8L",0.217802909396243,131.885562395145
"NAV3",0.243426539116756,149.318994398846
"NCAM2",0.213531097490936,128.639193014686
"NCAPG",0.337608544057333,254.73783470197
"NCAPH",0.343695149513315,255.731414952825
"NDC80",0.38873603817656,275.917448284389
"NDN",0.312847908449914,195.89547329263
"NEK2",0.343548775929788,254.755245760806
"NGEF",0.270086772360624,167.039081087259
"NGFR",0.365479572212462,237.127941077071
"NMNAT2",0.293635501139609,179.730646385853
"NOS1AP",0.239988149550685,145.593313213593
"NOSTRIN",0.310056799198129,189.182143578086
"NPR1",0.237981132199339,148.550395751678
"NR2F1",0.349243796858131,217.011352433498
"NR3C2",0.335917387489394,211.303598265466
"NR4A1",0.331462854158058,210.694699354101
"NR4A2",0.31682701026738,199.819481123789
"NR4A3",0.270040748217731,169.136431461144
"NRG1",0.310126595815216,194.384343140343
"NRG2",0.316155893200359,198.720089656482
"NTRK2",0.354252341272047,231.007099221662
"NUF2",0.348443359330412,266.310895285323
"OASL",0.297000144915588,190.095851354793
"OGN",0.301702277071927,191.593001777619
"OLFM4",0.274239717665483,167.627843592694
"OLR1",0.300695747747374,185.689418891634
"OMD",0.268899210085389,166.783349642505
"ORC1",0.336001065934416,230.352199790475
"ORC6",0.320663264318858,220.074964050564
"OXTR",0.358447969732159,223.016287880629
"PBK",0.35190566015985,267.672355915688
"PCDH19",0.232411740639718,142.11581461213
"PCOLCE2",0.30311693049163,189.544520606316
"PCSK5",0.296328994668122,185.866889153192
"PDE1C",0.279719605209536,176.178201655598
"PDE2A",0.245557421697877,153.595754515172
"PDE3B",0.256327873402315,160.412082196758
"PDGFD",0.350876131651144,224.062042431481
"PDK4",0.296478045289577,182.616231732902
"PGM5",0.259442011802822,160.2158848772
"PGR",0.360703695595932,230.479056600217
"PHLDA2",0.253117049178897,158.933260501605
"PIGR",0.287064052404038,177.780853722939
"PIMREG",0.31594096479655,218.941264015607
"PIP",0.286481718020984,176.937044454737
"PITX1",0.287287005166708,176.628666268306
"PKMYT1",0.315024267731521,216.594496660237
"PKP3",0.279006716846185,175.543231397391
"PLA2G2A",0.239955384847066,147.517095430825
"PLAAT3",0.211279713941838,129.678165592685
"PLAT",0.376521422446,242.439485281855
"PLEK2",0.345336351652434,215.000882160015
"PLIN1",0.348718010383379,223.038890087222
"PLIN4",0.287557914411858,178.928263547682
"PLK1",0.350307757444493,264.376299035945
"PLN",0.2669611217154,165.919504473581
"PLPP2",0.285804391532306,181.001281899093
"PLXNA4",0.242090931023285,150.055271272638
"PNPLA7",0.177038746150552,106.499598188692
"POLQ",0.296662748672434,196.632125158131
"POU2AF1",0.293798818726129,183.088637332202
"POU2F3",0.236043808102896,144.228459728346
"PPARG",0.428133698772511,280.510771459627
"PPP1R3C",0.187354114134834,112.756215725635
"PRELP",0.288085813810139,181.79550985591
"PRG4",0.278676000711104,172.336363152784
"PRKAR2B",0.319807321602654,210.292576630441
"PRKN",0.363853763408482,229.441652070351
"PROM1",0.37388117669431,241.785931644771
"PRSS8",0.241502243888953,148.471373191409
"PTHLH",0.309235697315834,195.48887580331
"PTK6",0.320820770157915,200.732700807922
"PTK7",0.178957719387508,108.195792024118
"PTN",0.307004519847578,194.480837833492
"PTPRB",0.312426101800275,196.421343344147
"PTTG1",0.34087950438471,251.474424928876
"PYGL",0.284349826767222,178.346549175711
"RAD51",0.379536938759752,273.197163524309
"RAD51AP1",0.330204362341217,241.239519408211
"RAPGEF3",0.276992964378705,171.470794591674
"RASD1",0.28697726843161,178.785349313633
"RBP1",0.275333402641397,169.882661069459
"RBP4",0.324251858717875,202.538692672615
"RDH10",0.265704024041633,164.460827418587
"RECQL4",0.307893704476191,209.905620438754
"RELN",0.301778254379297,187.275580458869
"RGN",0.294260449924228,183.526687868291
"RMI2",0.300316004927254,204.336062868979
"RRM2",0.353101110502992,264.62121583026
"RSAD2",0.27987833978099,177.454331313678
"RTP4",0.274703805358145,171.620664468591
"RUNX1T1",0.298774868500423,184.336873494131
"RYR1",0.323402281212781,202.17283133361
"S100A8",0.307401865929326,194.198820736144
"S100A9",0.305786858124388,189.836488248248
"S1PR1",0.306807530114746,193.777669846369
"SAA1",0.359912007719492,228.636713095156
"SAA2",0.349227184325721,222.231639473732
"SCD",0.335371001279036,212.449174441622
"SCN2A",0.289756025426591,183.192510419468
"SCN4A",0.284359167200248,177.371289713411
"SCN4B",0.246472050069522,152.234959011051
"SCUBE2",0.261160914297344,158.667908607622
"SCUBE3",0.32394959344326,200.904368998494
"SDC1",0.382359010059338,254.147927876709
"SDS",0.184171009768367,110.682613425648
"SECTM1",0.249642645161818,152.094868803094
"SELENOP",0.296300080460798,181.783912441424
"SELL",0.391494577800097,256.805901714672
"SELP",0.3797347356457,244.532187556042
"SEMA3B",0.307091321016854,194.418419894765
"SEMA3C",0.20307419315647,123.267514822476
"SEMA3E",0.202090944409311,122.594705161082
"SEMA6D",0.197353019637306,119.381599133167
"SERPINE1",0.397439393918629,260.321165047318
"SERPINE2",0.283095443676453,173.746490138095
"SFN",0.35081331227647,228.865837141316
"SGPP2",0.227884765746248,140.214183866388
"SHC4",0.327015727765045,205.984599724185
"SHCBP1",0.314451428639586,230.693613089817
"SKA1",0.327243408725325,242.353393014986
"SKA3",0.32684821394357,237.512485240082
"SLAMF6",0.259556954179695,160.234484924906
"SLAMF7",0.307556721678666,190.276027828662
"SLC2A4",0.355089503982819,228.161234025616
"SLPI",0.271269137336081,165.598101848782
"SOCS2",0.311509413492224,191.530126257071
"SOD3",0.294554250544799,180.410375475228
"SOX11",0.268580938718165,170.503173830181
"SOX17",0.287698412698413,178.202258189489
"SOX5",0.274801420439066,171.452105483368
"SP6",0.244058439372517,149.046836082194
"SPAG5",0.342624360828348,251.357640116225
"SPARCL1",0.249439835541736,153.113561116981
"SPC24",0.329519617211832,232.951465158342
"SPC25",0.328879660097201,242.215678346078
"SPINT1",0.287220708811189,179.875935394864
"SPINT2",0.299469371253729,188.889778670176
"SPP1",0.397221912130404,261.648869997377
"SPTBN2",0.249978019174176,153.578425101619
"ST14",0.238956501676815,146.597055323309
"STIL",0.321040436703557,220.383082017255
"STMN1",0.329104155791098,213.186367705813
"STRA6",0.299629183055867,187.989799868205
"SVEP1",0.302647329241681,187.396252972202
"SYN2",0.267658418018765,163.474368322895
"SYNM",0.275789399606477,169.141552279759
"SYNPO2",0.266970214869597,163.856044483578
"TACC3",0.357065243823233,252.663256272861
"TAGLN",0.306019832195608,192.712477928339
"TAL1",0.32388591621183,204.791989279514
"TEK",0.38855348237709,255.886236328903
"TFPI2",0.28026377653506,171.263551806329
"TGFBR2",0.350654878213934,221.337375745453
"TGFBR3",0.291215241201534,182.526934092128
"THRSP",0.278211216996595,171.072962158199
"THSD7A",0.252007807028063,154.92785955015
"TICRR",0.316174678878278,219.966191686665
"TIGIT",0.310078182471387,194.468658218741
"TIMP4",0.325522477607701,203.838760682836
"TK1",0.33741253452661,246.803768242822
"TMOD1",0.254913344845454,157.595916984468
"TMPRSS3",0.136019419820891,83.1411551684105
"TMTC1",0.271155632580378,167.316295148504
"TNC",0.34178625748173,213.349475835929
"TNN",0.284431262526622,176.602680273249
"TNS1",0.343325892632522,214.203013783461
"TNXB",0.307792891470104,192.88512648327
"TONSL",0.273860962677945,179.599084916938
"TOP2A",0.341009375993999,261.58563371132
"TP63",0.314565181430892,199.925304825015
"TPX2",0.345834247607781,260.036371896487
"TRIM46",0.298152074007513,182.630526107064
"TRIP13",0.349458850919047,257.338858944514
"TROAP",0.324815695094387,234.135735790921
"TRPV6",0.237187770925687,145.331205261731
"TTK",0.348312784880823,260.944043224061
"TYMS",0.357322178309928,256.665406608793
"UBE2C",0.339665956101103,255.271449821084
"UBE2S",0.348987215033888,239.148567551989
"UBE2T",0.328763147691743,236.374095020503
"UCHL1",0.319355474578754,201.637173605596
"UGT8",0.229354260986959,141.252409171423
"UHRF1",0.330545354242036,233.871252134113
"VANGL2",0.212836226193534,131.426289564251
"VEGFD",0.344456916160375,222.04560083602
"VWF",0.408387720485362,269.470073131682
"WDR62",0.265645732103607,175.970734693175
"WLS",0.240542431477549,147.8394158571
"WNT7B",0.252079109378429,157.498352771028
"XRCC2",0.290519739814528,195.951785319238
"ZBTB16",0.327466599818312,207.260844440798
"ZFP36",0.310044699892767,192.781492695413
"ZNF423",0.331027933050171,207.012183257281
"ZWINT",0.348540097735451,261.706664536267
